sr_no,restaurant_name,restaurant_url,menu_type,section,name,description,price
3120,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Breakfast Sammies,,Kids Breakfast Sandwich,"1 egg, cheese and meat on choice of bread.",$6.00
3121,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Flapjacks and Such,,Pancakes,"A Country Corner Cafe staple...Our light and fluffy Buttermilk Pancakes are sure to please! Try a Stack (3) if you dare, Short Stack (2) or a Single",$3.50 - $10.00
3122,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Country Corner Three Egg Omelettes,,Cheese Omelette,"Choice of american, swiss, cheddar, feta or jalapeno pepper jack . Choice of country white, whole wheat, marble rye or English muffin and choice of home fries or tater tots.",$11.50
3123,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,On the Lighter Side,,Fruit Bowl,Luscious medley of fresh fruit with a honey yogurt sauce and crunchy granola served on the side with your choice of a homemade muffin or scone.,$11.00
3124,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Cold Beverages,,Iced Tea-unsweetened,,$3.00
3125,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Sides,,Toast,,$1.00 - $1.50
3126,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Items,,Muffins,,$4.00
3127,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Bottled Beverages,,Snapple (Assorted flavors),,$3.00
3128,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Flapjacks and Such,,IDA's Pancakes,Swedish Oatmeal Pancakes,$4.00 - $11.50
3129,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Vegan Specialties,,Vegan Delight,Curried Tofu Scramble with broccoli and spinach served with home fries and fresh fruit,$13.50
3130,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Items,,Waffle,Belgian Waffle- PLAIN,$10.00
3131,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Hand Held Favorites,,Tuna melt,"American, Swiss or jalapeno pepper jack cheese with our homemade tuna salad. Served with a side of Cole slaw and pickle spear.",$13.50
3132,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Hot Beverages,,Hot Chocolate,,$2.75
3133,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Your Good Ol' Favorites,,Chicken 'N Waffles,"A Fluffy Belgian Waffle topped with Crispy Fried Chicken Tenders & a side of hot honey cinnamon butter, powdered sugar and maple syrup",$13.25
3134,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Friends With Bennies,,"""Cali"" Benedict",Eggs Benedict with fresh avocado and tomato. Served with choice of tater tots or home fries.,$13.00
3135,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Hot Beverages,,To Go Coffee,,$3.25
3136,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Country Corner Breakfast Specialties,,Breakfast Bowl,"two Eggs scrambled with Scallions, Cumbled Bacon, Tomato & Cheddar Cheese on a bed of Grilled Home Fries, served with a Buttermilk Biscuit",$13.00
3137,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Vegan Specialties,,Vegan Sausage Sandwich,Vegan Sausage on a Vegan/GF Bun with Avocado & Tomato and side of fruit.,$8.00
3138,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Farm Fresh Salads,,Saratoga Chop,"Chopped romaine, tomato, bacon, tuna tossed together. Side of pita bread and choice of salad dressing",$13.50
3139,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Breakfast Sammies,,Saratoga Country Corner Biscuit,"Crispy Chicken, Meat, Egg, and Cheese on a biscuit. Choice of tater tots or home fries. Side of homemade sausage gravy",$13.50
3140,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Breakfast Sammies,,Breakfast Sandwich,"2 eggs, cheese, and choice of meat on a brioche roll. Served with choice of tater tots or home fries.",$9.50
3141,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Cold Beverages,,Fountain Drink,Fountain drink,$3.00
3142,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Cold Beverages,,Battenkill White Milk,,$2.25 - $3.00
3143,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Items,,_______________,,
3144,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Meat Lovers Corner,,CCC Jammin Burger,"1/2 lb Angus Burger served on a Brioche with jalapeño jack cheese, housemade strawberry jam, and 2 slices of fried green tomato and Applewood smoked bacon. Served with a side of Brew City Fries, and pickle spear",$13.50
3145,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Meat Lovers Corner,,CCC Burger,"1/2 Pound Angus Burger served on a brioche bun w/lettuce and tomato. Add mushroom, onion or egg for an additional charge.",$10.50
3146,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Meat Lovers Corner,,O'Canada,"1/2 pound Angus Burger, seasoned with Montreal garlic pepper, cheddar cheese, and Brew City Onion Rings on an everything bagel. Served with Brew City Fries and pickle spear.",$13.50
3147,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Items,,Kids Fountain,,$1.50
3148,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Items,,Cinnamon Rolls,,$4.00
3149,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Items,,Saratoga Peanut Butter,,$8.00
3150,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Items,,Cheese Blintzes,,$7.50 - $14.00
3151,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Items,,Blue Moon,,$6.00
3152,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Items,,IPA,,$7.00
3153,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Hand Held Favorites,,Avocado Toast,Ripe avocado and tomato on a plain or everything bagel with everything bagel seasoning. Choice of home fries or tater tots. Add bacon bits or eggs to make it your own style.,$10.50
3154,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Sides,,Cup of soup,,$4.50
3155,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Sides,,Bowl of soup,,$5.00
3156,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Sides,,Bagel,,$2.50 - $4.00
3157,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Juices,,Orange Juice,,$3.50
3158,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Bottled Beverages,,Saratoga Bottled Spring Water,,$2.50
3159,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Cold Beverages,,Saratoga Sparkling Water,,$3.00
3160,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Items,,Pabst Blue Ribbon,Valid Photo ID to be presented at time of pick-up,$5.00
3161,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Items,,Nine Pin,Valid Photo ID to be presented at time of pick-up,$6.00
3162,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Sides,,Tater tots,,$4.00
3163,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Sides,,Sweet Potato Fries,,$4.50
3164,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Sides,,Brew City French Fries,,$4.50
3165,The Country Corner Cafe,https://countrycornercafe.square.site/?location=F3XRZCTN550JM#7G4IXI7W77PAMRTYKFLU7UJF,Sides,,Beer Battered Onion rings,,$4.75
3166,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Starters,HOUSE MADE SARATOGA CHIPS,Served with Sour Cream & Onion Dip,$5
3167,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Starters,TACO DEL DIA,Daily Taco Special,$7
3168,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Starters,CRAB DIP & CROSTINIS,"Maryland Crab & Herb Cream Cheese, Toasted Ciabatta Bread",$16
3169,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Starters,CHEESE PLATE,"Chef’s Daily Assortment of Cheeses, Olives, Prosciutto, Flatbread Crackers",$17
3170,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Starters,PRETZEL STICKS & HOT CHEDDAR,"Salted Bavarian Soft Pretzels, Aged Cheddar Dip",$12
3171,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Starters,SOUTHWEST CHICKEN EGGROLLS,Served with Chipotle Ranch Sauce,$13
3172,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Soup & Salad,WEDGE SALAD,"Baby Iceberg, Diced Tomato, Onion, Bacon, Blue Cheese Crumble & Dressing. Add-ons: Grilled Chicken, Salmon, or Steak +$9",$17
3173,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Soup & Salad,CAESAR SALAD,"Chopped Romaine, House Croutons, Romano, Asiago, Anchovies, Caesar Dressing. Add-ons: Grilled Chicken, Salmon, or Steak +$9",$15
3174,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Soup & Salad,GARDEN SALAD,"Mixed Greens, Fresh Cut Vegetables, Choice of Dressing. Add-ons: Grilled Chicken, Salmon, or Steak +$9",$13
3175,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Soup & Salad,CAPRESE SALAD,"Sliced Mozzarella, Heirloom Tomato, Fresh Basil, Olive Oil & Balsamic Reduction. Add-ons: Grilled Chicken, Salmon, or Steak +$9",$15
3176,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Soup & Salad,NUT & BERRY SALAD,"Mixed Greens, Strawberries, Blueberries, Blue Cheese Crumbles, Walnuts, White Balsamic Dressing. Add-ons: Grilled Chicken, Salmon, or Steak +$9",$17
3177,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Soup & Salad,NEW ENGLAND CLAM CHOWDER,,$7
3178,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Soup & Salad,SOUP OF THE DAY,,$5
3179,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Table Fare,MARGHERITA PIZZA,"Tomato, Fresh Mozzarella, Garlic Parmesan, Fresh Basil",$16
3180,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Table Fare,THE CHICKEN SANDWICH,"Lettuce, Tomato, Onion, Mayo, Toasted Brioche",$17
3181,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Table Fare,THE BURGER,"Lettuce, Tomato, Onion, Toasted Brioche Bun. Add-ons: Cheese +$1.50",$18
3182,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Table Fare,BLACK BEAN BURGER,"Lettuce, Tomato, Onion, Guacamole, Fried Onions, Toasted Brioche",$17
3183,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Table Fare,THE REUBEN,"Beer-Braised House Made Corned Beef, Sauerkraut, Thousand Island, Swiss Cheese, Marble Rye (Also Available with Turkey)",$18
3184,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Table Fare,CHICKEN TENDERS & FRIES,"Crispy Breaded Chicken Tenderloins & French Fries. Served with your choice of BBQ, Honey Mustard, Ranch or Blue Cheese. Toss in Buffalo, Garlic Parmesan, or Honey Chipotle $2. Add-ons: your choice of BBQ, Honey Mustard, Ranch or Blue Cheese.                      Toss in Buffalo, Garlic Parmesan, or Honey Chipotle +$2",$17
3185,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Table Fare,BRAISED BEEF PHILLY,"House Braised Chuck Roast, Caramelized Onion, Bell Pepper, Toasted Hoagie, Melted Mozzarella Cheese",$19
3186,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Table Fare,TURKEY BLT,"Green Leaf Lettuce, Sliced Tomato, Applewood Bacon, Mayo. Choice of White, Wheat or Rye Toast",$17
3187,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Table Fare,GRILLED VEGETABLE WRAP,"Grilled Portabellas, Zucchini, Red Bell Pepper, Asparagus, Red Onion, Goat Cheese, Hummus Spread, Mixed Greens in Spinach Wrap",$17
3188,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Table Fare,FISH FRY,"8oz Beer Battered Cod, Old Bay Fries, Coleslaw, House Made Tartar Sauce",$24
3189,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Entree,PASTA YOUR WAY,"Fettuccini or Penne Pasta with Choice of: Alfredo, Lemon Wine, Marinara, or Tomato Cream Sauce. Add-ons: Grilled Chicken, Salmon or Steak +$9",$21
3190,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Entree,SPICY HONEY SALMON,"Roasted 8oz Canadian Filet Pineapple Coconut Rice, Vegetable, Spicy Honey Chipotle Glaze",$32
3191,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Entree,MAC & CHEESE,"Elbow Macaroni, Aged Cheddar Cream Sauce, Crispy Fried Onions. Add-ons: Buffalo Chicken +$9",$22
3192,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Entree,STEAK FRITES,"Pan Seared 12oz NY Strip Steak, House Cut Steak Fries with Truffle Oil and Parmesan",$34
3193,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Entree,PAN SEARED FILET MEDALLIONS,"Seared Beef Tenderloin, Mashed potato, Vegetable, Brandy Peppercorn Sauce",$37
3194,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Entree,LEMON GARLIC COD,"Broiled Atlantic Cod, Wild Rice pilaf, Vegetable, Lemon Garlic Butter",$29
3195,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Entree,BRAISED CHICKEN FLORENTINE,"Braised Chicken Thigh, Mashed Potato Croquettes, Sauteed Spinach, Boursin Cream, Blistered Garlic Cherry Tomatoes",$27
3196,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Desserts,FIVE BERRY TART,"Layered Vanilla Pastry, Vanilla Cream and Sponge Cake, topped with Blueberries, Raspberries, Red Currants, Strawberries, Powdered Sugar",$8
3197,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Desserts,CHOCOLATE FLOURLESS TORTE,"Chocolate Ganache Coated Dense Dark Chocolate Cake, Berry Sauce",$7
3198,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Desserts,ITALIAN RUM CAKE,Sliced Almond Cream,$8
3199,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Desserts,TURTLE CHEESECAKE,"Crushed Candied Pecans, Chocolate Chips, Chocolate & Caramel Syrup",$9
3200,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,Desserts,ICE CREAM,,$6
3201,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,KIDS MENU,CHICKEN TENDERS,Served with French Fries,$12
3202,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,KIDS MENU,MAC N CHEESE,Served with Veggie Sticks,$10
3203,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,KIDS MENU,BAKED SALMON,Served with Salad,$14
3204,Diamond Club Restaurant,https://www.diamondclubrestaurantsaratoga.com/,Main Menu,KIDS MENU,CHEESEBURGER,Served with French Fries,$12
3205,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Specials,,Beer Battered Cheese Curd,Paulaner battered | Argyle Cheese Farmer | cheddar cheese curd paired with your choice of Dizzy or Melba sauce,$13.95
3206,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Specials,,Pork Candy,Slow smoked pork belly burnt ends glazed with honey and apple infused barbecue sauce paired with arugula & shaved parmesan with extra virgin olive oil & Lemon.,$16.95
3207,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Specials,,Prime Panini,"Slow smoked & Shaved herb crusted prime rib, arugula, red onion, horseradish cream sauce & Swiss.",$16.95
3208,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Specials,,Dizzy Hawaiian Burger,"House ground Brisket Burger topped with grilled pineapple, House Smoked pastrami, grilled red onion, Swiss cheese, & chipotle aioli. Served with parmesan fries.",$18.95
3209,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Specials,,Smoked Beef Back Ribs,"Dry rubbed and slow smoked Certified black angus beef back ribs, and 2 sides of your choice.",$29.95
3210,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Specials,,Chicken & Brisket Combo,"All natural antibiotic free smoke roasted chicken thighs, slow smoked certified black angus beef brisket, & 2 sides of your choice.",$25.95
3211,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Specials,,Pulled Pork & Cheddar Sliders,2 brioche sliders served with coleslaw & potato salad.,$15.95
3212,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Specials,,Monday Night,Whole Antibiotic free all natural rotisserie chicken with 2 large sides and a 2 liter of soda.,$23.95
3213,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Specials,,Tuesday Night,Order 2 entrees and receive 2 free desserts! Choose from either the homemade dark chocolate mousse or the coconut ice cream custard.,$2.00
3214,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Specials,,Wednesday Night,Wine Wednesday!!! All bottles of wine are HALF OFF!!!,
3215,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Specials,,Thursday Night,"Full rack of St. Louis ribs, two large sides, and a 2 liter of soda.",$31.95
3216,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Specials,,Smoked Prime Rib (Friday’s While it Lasts),Herb crusted 12-14 oz slow-smoked Black Angus Prime Rib paired with creamy mashed potatoes & braised red cabbage. Finished with garlic compound butter.,$29.95
3217,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Appetizers,,Heirloom Caprese Salad,"House Made Mozzarella Cheese, Heirloom Tomatoes, fresh basil, olive oil, and balsamic reduction.",$14.95 / Add Prosciutto di Parma $3.00
3218,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Appetizers,,Smokey Skins,"Crispy potato skins loaded with smoke kissed pork or chicken, cheddar, scallions, sweet BBQ & sour cream.",$13.95
3219,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Appetizers,,Dizzy Wings,"Our chicken wings are slow roasted in the rotisserie and then fried crisp. | Served | : Smoked Buffalo, Sweet BBQ, Spicy BBQ, Garlic and Parmesan, or Maple Bacon($2 upcharge) | Dipping Sauce | : House Made Blue Cheese or Dizzy Sauce",$17.95
3220,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Appetizers,,Dizzy Bites,"House Made herb brined bites of chicken breast dredged in our secret recipe and fried crisp, served with your choice of two house made sauces.",$14.95
3221,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Appetizers,,Spinach & Artichoke Dip,Zesty Spinach and Artichoke Dip with house made tortilla chips.,$13.95
3222,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Appetizers,,Antipasto,"Grilled eggplant & zucchini, roasted red peppers, house made mozzarella, Prosciutto di Parma, Butternut Squash, & Kalamata olives. Drizzled with extra virgin olive oil and balsamic reduction. | Vegetables Only",$14.95 - $8.95
3223,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Appetizers,,Loaded Pulled Pork Nachos,"House Made tortilla chips topped with pulled pork, aged cheddar, Swiss, Provolone, romaine, tomatoes & jalapenos. Served with sour cream & pico de gallo.",$16.95
3224,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Soup,,Chicken & Vegetable,"Rich chicken broth, all natural Antibiotic Free smoke roasted chicken & lots of vegetables.",$7.95
3225,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Soup,,Buffalo Chicken Soup,Award winning buffalo chicken soup made with all natural Antibiotic Free smoke roasted chicken.,$7.95
3226,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Soup,,Soup & 1/2 Panini,12oz bowl of soup with your choice of any half Panini.,$15.95
3227,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Soup,,"Award Winning House Smoked Bacon, Poblano & Roasted Corn Chowder","Award winning chowder made with All Natural Nitrate Free House Made Bacon, poblanos, roasted corn, potatoes, garlic, parsley & thyme.",$7.95
3228,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Salads,,Arugula,"Baby arugula, Parmesan, extra virgin olive oil, & lemon.",$12.95
3229,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Salads,,Caesar,"Romaine lettuce, Parmesan, garlicky dressing & croutons. |",$12.95 / Add Chicken $5.00 / Add Anchovies $3.00
3230,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Salads,,Dizzy Chicken Salad,"Pulled chicken, carrots, parsnips, celery, & lemon aioli. Served on a bed of mixed greens with Kalamata olives, roasted red peppers, red onion & balsamic vinaigrette.",$15.95
3231,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Salads,,Southwest Cobb Salad,"Mixed greens tossed with House Made nitrate free bacon, roasted corn, red onion, roasted red peppers, kalamata olives, avocado, egg, tortilla strips, queso fresco, and a tangy jalapeno vinaigrette.",$15.95
3232,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Salads,,Mixed Green Salad,"Mixed field greens, cherry tomatoes, & red onion. Dressed with herbed balsamic vinaigrette.",$11.95
3233,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Salads,,Roasted Beet Salad,"Roasted beets, butternut squash, mixed greens, toasted walnuts, red onion & Goat Cheese. Tossed with balsamic vinaigrette.",$16.95
3234,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Panini,,Smoking Brisket,"Slow house smoked beef brisket, caramelized onions, aged cheddar, & horseradish cream.",$16.95
3235,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Panini,,Caprese,"House made mozzarella, tomato, & basil pesto.",$16.95 / Add Prosciutto di Parma $3.00
3236,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Panini,,Dizzy Chicken,"Roasted chicken, Roasted Red Pepper, Basil Pesto, & Provolone.",$16.95
3237,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Panini,,Meatloaf Panini,"Meatloaf, arugula, sundried tomato spread, Swiss cheese, & Mayo.",$16.95
3238,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Panini,,Smoked Pastrami Ruben,"House smoked pastrami, sauerkraut, Swiss cheese, & house made Russian dressing.",$16.95
3239,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Panini,,Pulled Pork Panini,"Pulled pork, Sweet Love BBQ with Cajun spiced crispy onions and cheddar cheese.",$16.95
3240,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Panini,,Grilled Vegetable,"Grilled eggplant & Zucchini, Roasted Red Pepper, sundried tomato & goat cheese.",$16.95
3241,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Cold Sandwiches: Wraps & House Made Focaccia!,,House Smoked Pastrami,Wrap | Focaccia,$14.95 - $16.95
3242,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Cold Sandwiches: Wraps & House Made Focaccia!,,Dizzy Chicken Salad,Wrap | Focaccia,$14.95 - $16.95
3243,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Cold Sandwiches: Wraps & House Made Focaccia!,,Roasted Chicken,Wrap | Focaccia,$14.95 - $16.95
3244,Dizzy Chicken Woodfired Rotisserie,https://www.dizzychickenbarbecue.com/,Cold Sandwiches: Wraps & House Made Focaccia!,,House Smoked Brisket,Wrap | Focaccia,$14.95 - $16.95
